,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,City
2910,50916184.0,spacious & private 1BR apartment close to downtown,21056598,Hazel,0.0,Hyde Park,41.80095,-87.584,Entire home/apt,95.0,2,49,2024-02-28,1.64,1,123,25,R23000109401,Chicago
2911,50937384.0,"Charming 2 Bedroom Flat, in heart of Lincoln Park",358899064,Brian,0.0,Lincoln Park,41.9294,-87.64951,Entire home/apt,221.0,4,33,2023-11-27,1.15,2,215,12,R22000089801,Chicago
2912,50956753.0,Modern 2 bdrm apt near O'hare and Downtown,137310905,Fabio,0.0,Jefferson Park,41.98574,-87.77533,Entire home/apt,84.0,3,85,2024-03-17,3.11,3,348,33,R21000074960,Chicago
2913,50957385.0,Lincoln Park 2 Bedroom Condo w/Mid Century Flair,26896157,Stacy,0.0,Lincoln Park,41.9222,-87.66404,Entire home/apt,165.0,3,38,2024-03-10,1.35,1,328,13,R22000089549,Chicago
2914,50967514.0,Comfy and safe home with Host near ORD airport,133481678,Allyn,0.0,Jefferson Park,41.98339,-87.77166,Private room,50.0,4,23,2024-03-16,0.78,1,143,11,R21000071783,Chicago
2915,50978981.0,Study/Work/Play Space in excellent location,8478523,Jessica,0.0,Logan Square,41.91572,-87.69699,Private room,72.0,32,14,2023-09-10,0.77,1,363,7,R22000089070,Chicago
2916,50994340.0,Charming 4 Bd 2 Ba 2 Park Duplex in Wrigleyville,401070165,Niel,0.0,Lake View,41.94872,-87.65265,Entire home/apt,475.0,32,49,2023-09-04,1.51,2,365,15,R22000081934,Chicago
2917,51008895.0,"Blueground | Streeterville, pool, nr Navy Pier",107434423,Blueground,0.0,Near North Side,41.8925035,-87.6162826,Entire home/apt,90.0,32,1,2023-09-07,0.15,555,216,1,City registration pending,Chicago
2918,51008907.0,"Blueground | Wicker Park, w/d, nr l & 6 Corners",107434423,Blueground,0.0,West Town,41.9077299,-87.6737001,Entire home/apt,139.0,32,2,2022-04-30,0.07,555,27,0,City registration pending,Chicago
2919,51017310.0,"Beautiful 6-bedroom, Private Mansion with Hot Tub",5720152,Pam,0.0,Greater Grand Crossing,41.76483597,-87.62704168,Entire home/apt,243.0,2,89,2024-03-01,3.15,7,84,34,R22000079972,Chicago
2920,51028464.0,Beautiful and comfortable apartment,407843126,Julie,0.0,Austin,41.88827,-87.76261,Entire home/apt,121.0,3,15,2024-03-04,0.72,2,12,12,R21000070009,Chicago
2921,51042668.0,Breathtaking & Bright: Designer 2bd with Garage,204270988,Abacus,0.0,Near West Side,41.8704,-87.68346,Entire home/apt,85.0,1,19,2024-02-17,0.75,4,361,18,R24000112871,Chicago
2922,51049065.0,"Rogers Park Cozy 1 bd, 1 bath unit. Gated parking.",393214451,Gregory,0.0,West Ridge,42.01364,-87.68977,Entire home/apt,149.0,1,13,2022-09-05,0.42,2,180,0,R21000068406,Chicago
2923,51059142.0,Safe and Spacious 2 Bedroom Apartment,385302619,Justin,0.0,North Center,41.95122,-87.68635,Entire home/apt,126.0,3,31,2024-03-10,1.6,1,60,17,R23000105473,Chicago
2924,51067175.0,"Remodeled, Modern, Spacious 1- Bedroom Garden Apt",33321452,Roberto,0.0,Edgewater,41.99234,-87.6725,Entire home/apt,89.0,2,65,2024-03-13,2.1,2,125,22,R22000089002,Chicago
2925,51084874.0,"Downtown MICH AVE #20, Grant Park, Museums 2bd/2ba",98193524,Mary And JW,0.0,Near South Side,41.86736,-87.62567,Entire home/apt,179.0,1,84,2024-02-19,2.9,31,145,31,R22000086737,Chicago
2926,51118058.0,BEAUTiFUL ! 3 bedroom apartment in Edgewater!,38084112,Michael,0.0,Edgewater,41.99362,-87.66355,Entire home/apt,260.0,2,49,2023-10-01,1.55,1,159,15,R23000111018,Chicago
2927,51151407.0,Avondale Oasis Floor 2,33278570,Catherine,0.0,Avondale,41.93355,-87.71945,Entire home/apt,103.0,31,43,2024-01-28,1.37,2,36,13,R22000081690,Chicago
2928,51153028.0,Simple kids friendly 2nd floor Unit,410182681,Ivan,0.0,Dunning,41.93939,-87.77747,Entire home/apt,138.0,2,66,2023-10-22,2.06,1,78,18,R21000064478,Chicago
2929,51171620.0,Insta-worthy Arcade Themed 2BD 10min to Downtown,414148337,Jonathan & Chanelle,0.0,Lower West Side,41.85344,-87.66908,Entire home/apt,200.0,2,45,2023-11-25,1.44,1,336,11,R21000075221,Chicago
2930,51192318.0,Grand Avenue Apt 1/west Loop & Newly Renovated!,143431215,Carolyn,0.0,West Town,41.89081,-87.66279,Entire home/apt,79.0,1,104,2024-03-14,3.23,3,330,32,2476072,Chicago
2931,51198174.0,Lovely 1 Bedroom apartment near downtown chicago,247475779,Tommika,0.0,Douglas,41.84113,-87.6172,Entire home/apt,139.0,2,32,2024-03-17,1.69,1,324,23,R22000086853,Chicago
2932,51209587.0,"Blueground | Streeterville, pool, nr Navy Pier",107434423,Blueground,0.0,Near North Side,41.8925035,-87.6162826,Entire home/apt,106.0,32,0,No Review,0.0,555,334,0,City registration pending,Chicago
2933,51211000.0,Kasa | Explore Millennium Park | River North,88566861,Kasa,0.0,Near North Side,41.89638,-87.63552,Entire home/apt,162.0,1,71,2024-02-25,2.29,17,276,27,2791598,Chicago
2934,51211015.0,Kasa | Walk Magnificent Mile | River North,88566861,Kasa,0.0,Near North Side,41.89597,-87.63368,Entire home/apt,192.0,1,95,2024-03-18,2.92,17,217,33,2791598,Chicago
2935,51211027.0,Kasa | Nearby Millennium Park | River North,88566861,Kasa,0.0,Near North Side,41.89574,-87.63506,Entire home/apt,143.0,1,179,2024-03-18,5.66,17,286,76,2791598,Chicago
2936,51212716.0,"Chicago-Garden 1-BR, Beverly/Morgan Pk, Chicago",88374012,Kim,0.0,Morgan Park,41.69145,-87.67883,Entire home/apt,140.0,32,0,No Review,0.0,1,180,0,R21000069211,Chicago
2937,51212734.0,Lovely 2-bedroom Basement APT by Beach & Museum,43853826,Veronica,0.0,South Shore,41.76798062,-87.58670804,Entire home/apt,120.0,32,5,2023-09-30,0.41,1,113,5,R23000096339,Chicago
2938,51214098.0,"Blueground | Streeterville, pool, nr Navy Pier",107434423,Blueground,0.0,Near North Side,41.8925035,-87.6162826,Entire home/apt,87.0,32,3,2022-12-31,0.1,555,168,0,City registration pending,Chicago
2939,51222496.0,Room T3,327103193,Jorge,0.0,Near West Side,41.86642,-87.68405,Private room,139.0,32,7,2024-01-28,0.22,12,31,1,2797388,Chicago
2940,51223205.0,Unique BOHO house in Wicker Park,70332680,Lina,0.0,West Town,41.90842,-87.67053,Entire home/apt,88.0,3,10,2023-07-24,0.32,5,76,5,R21000069362,Chicago
2941,51231216.0,"Cozy 2 bedroom 2 bath home,  near UC-Downtown-Lake",2725609,Michele,0.0,Greater Grand Crossing,41.75249,-87.60544,Private room,64.0,2,26,2024-01-05,0.84,1,336,5,R21000069314,Chicago
2942,51234939.0,Kasa | Explore the Neighborhood-Mag Mile | Chicago,88566861,Kasa,0.0,Near North Side,41.89611,-87.62789,Entire home/apt,177.0,1,185,2024-03-20,5.73,17,293,97,2694638,Chicago
2943,51235247.0,Kasa | Premium 1BD/1BA w Balcony | Chicago,88566861,Kasa,0.0,Near North Side,41.89613,-87.62806,Entire home/apt,149.0,1,226,2024-03-23,7.0,17,273,121,2694638,Chicago
2944,51241143.0,Room T2,327103193,Jorge,0.0,Near West Side,41.86852,-87.68591,Private room,139.0,32,11,2023-02-18,0.34,12,29,0,2797388,Chicago
2945,51252210.0,Modern cozy bedroom in historic home|Free parking,22783256,Giang,0.0,Grand Boulevard,41.80546,-87.61385,Private room,70.0,2,41,2023-10-29,1.46,1,59,23,R22000093973,Chicago
2946,51269869.0,Ideal Lincoln Park Location! 3 Comfy Beds!,92832983,Lauren,0.0,Lincoln Park,41.91852,-87.64945,Entire home/apt,193.0,1,50,2024-03-18,1.61,1,86,15,R22000090251,Chicago
2947,51270516.0,Cheerful 4-bedroom house with patio,404766394,Thatheu,0.0,Irving Park,41.948555,-87.727196,Entire home/apt,185.0,2,34,2023-11-24,1.16,1,337,15,R21000071275,Chicago
2948,51278295.0,"Blueground | Streeterville, pool, nr Navy Pier",107434423,Blueground,0.0,Near North Side,41.8925035,-87.6162826,Entire home/apt,105.0,32,0,No Review,0.0,555,36,0,City registration pending,Chicago
2949,51278722.0,Private Room G,338076137,Tetyana,0.0,East Garfield Park,41.87646,-87.71493,Private room,42.0,3,18,2023-08-04,0.56,6,157,4,R20000055778,Chicago
2950,51288331.0,2 Bed Skyline View 420-F Loft w/ Private Rooftop,99260498,Richie,0.0,West Town,41.89046,-87.67768,Entire home/apt,395.0,1,0,No Review,0.0,4,354,0,R23000098597,Chicago
2951,51288746.0,"💙⚾️ 💙Great Apt, 3 miles West of Wrigley Field 💙⚾️💙",347782025,Troy,0.0,Irving Park,41.94842,-87.73388,Entire home/apt,173.0,2,66,2024-03-10,2.21,1,292,21,R23000102967,Chicago
2952,51290608.0,$S-PrivateRoom-Safe North Area Free Street Parking,180983956,Jaime,0.0,Irving Park,41.95768,-87.71612,Private room,33.0,1,47,2024-02-07,1.48,3,161,18,R19000040394,Chicago
2953,51300622.0,Stylish One Bedroom in an Amenity packed building!,391945218,Matt,0.0,Loop,41.88761,-87.61922,Entire home/apt,115.0,32,0,No Review,0.0,53,161,0,City registration pending,Chicago
2954,51309614.0,Entire Comfy Spacious Apartment Fast Wi-Fi*,415539039,David,0.0,Belmont Cragin,41.93048565,-87.76301727,Entire home/apt,91.0,1,81,2024-02-25,2.59,3,241,24,R23000107302,Chicago
2955,51332041.0,*May:RmH:3LOCATIONS$500-1650 MNTH•LUX•STUDENT$1500,367411016,Taylor,0.0,East Garfield Park,41.88484,-87.69506,Private room,33.0,32,0,No Review,0.0,25,365,0,City registration pending,Chicago
2956,51332463.0,May:RmH: 3LOCATIONS$500-1650 MNTH•LUX•STUDENT$1500,367411016,Taylor,0.0,East Garfield Park,41.88482,-87.69603,Private room,33.0,32,0,No Review,0.0,25,365,0,City registration pending,Chicago
2957,51347270.0,Breathtaking Getaway In Prime Lakeview Location!,145539175,Jeffrey,0.0,Lake View,41.93967,-87.66532,Entire home/apt,189.0,1,67,2024-03-18,2.19,1,344,20,R21000067815,Chicago
2958,51347437.0,$N-PrivateRoom-Safe North Area Free Street Parking,180983956,Jaime,0.0,Irving Park,41.95771,-87.71408,Private room,38.0,1,40,2024-01-02,1.27,3,73,17,R19000040394,Chicago
2959,51349668.0,eA1ih1 Comfy quiet bedrm near U of Chicago/Hyde Pk,22094147,Jim And Emma,0.0,South Shore,41.77128,-87.57075,Private room,45.0,32,0,No Review,0.0,14,0,0,City registration pending,Chicago
2960,51359155.0,Cozy Apartment in Colorful Pilsen,904606,Amali,0.0,Lower West Side,41.85016,-87.68132,Entire home/apt,49.0,15,23,2023-03-26,0.72,1,79,1,R21000062696,Chicago
2961,51367011.0,Central and Chic Boystown Condo!,3022840,Roger,0.0,Lake View,41.93724,-87.64638,Private room,103.0,1,0,No Review,0.0,1,215,0,R23000111358,Chicago
2962,51367697.0,Room T6,327103193,Jorge,0.0,Near West Side,41.86696,-87.68385,Private room,139.0,32,12,2023-12-01,0.48,12,27,3,2797388,Chicago
2963,51368004.0,Luxury house 4-bed 2.5-bath near Chicago downtown,129809208,Junni,0.0,North Park,41.98921,-87.71123,Entire home/apt,324.0,3,8,2022-10-10,0.28,5,319,0,R17000015469,Chicago
2964,51368072.0,New Family Friendly Apt! Free Parking & WiFi!,93223427,Melanie,0.0,Portage Park,41.95922,-87.75863,Entire home/apt,253.0,32,19,2022-09-16,0.65,1,179,0,R21000072139,Chicago
2965,51375623.0,Room T5,327103193,Jorge,0.0,Near West Side,41.86657,-87.68565,Private room,30.0,32,17,2024-02-11,0.53,12,38,5,2797388,Chicago
2966,51388636.0,Room T4,327103193,Jorge,0.0,Near West Side,41.86763,-87.68408,Private room,139.0,32,14,2024-02-24,0.44,12,26,6,2797388,Chicago
2967,51389282.0,Charming Old Town 1 Bedroom,11036600,Mari,0.0,Lincoln Park,41.91474,-87.63988,Entire home/apt,139.0,33,1,2023-09-23,0.16,6,96,1,City registration pending,Chicago
2968,51418167.0,Spacious 4 bedrm 3.5 bath home w/ cozy fireplace,382067030,Chantal,0.0,Washington Park,41.79529953,-87.6275177,Entire home/apt,317.0,3,28,2024-01-05,1.22,1,346,15,R22000080948,Chicago
2969,51430700.0,Lovely 1 bedroom w/ office space and free parking.,393542503,Candice,0.0,Jefferson Park,41.98104,-87.77587,Entire home/apt,118.0,1,93,2024-03-17,2.97,1,349,29,R21000069684,Chicago
2970,51431792.0,Urban Sanctuary South Loop near McCormick Place,364844663,Pamela,0.0,Douglas,41.84411,-87.62392,Entire home/apt,395.0,32,10,2023-11-02,0.32,1,287,3,R17000013710,Chicago
2971,51436430.0,MODERN 1 BD 1Ba KING SZ BED IN HYDE PARK AREA,227382424,Lanita,0.0,Kenwood,41.81015,-87.60275,Entire home/apt,125.0,32,25,2022-06-05,0.81,1,365,0,R21000070398,Chicago
2972,51465442.0,"Play in the Windy City, Rest by The ‘606’ #2",8762658,Beau,0.0,Logan Square,41.91399,-87.71579,Entire home/apt,69.0,32,39,2023-05-15,1.25,2,163,1,2803136,Chicago
2973,51475924.0,Comfy Flat by Foster beach/Downtown/Uptown,221473229,Kaylee & Ken,0.0,Uptown,41.97197,-87.65801,Entire home/apt,198.0,3,59,2024-01-01,2.3,2,331,19,R22000080277,Chicago
2974,51492954.0,"1BR Perfect Home in the City, Close to Everything",166918192,Sara,0.0,Near West Side,41.88498,-87.64315,Entire home/apt,82.0,1,133,2024-03-09,4.2,10,142,46,R22000091965,Chicago
2975,51493537.0,1BR Apt in Chicago West Loop near Pay Parking,166918192,Sara,0.0,Near West Side,41.88495,-87.64288,Entire home/apt,92.0,1,127,2024-03-08,3.98,10,124,39,R22000092009,Chicago
2976,51502365.0,"Griffin Mansion w/ Yard, 5 Mi to Dtwn Chicago!",121719854,Evolve,0.0,East Garfield Park,41.87802,-87.71339,Entire home/apt,147.0,2,17,2023-10-09,0.57,42,329,7,R20000059435,Chicago
2977,51508699.0,Ukrainian village Hipster pad,173305205,Nicoll,0.0,West Town,41.89657,-87.69596,Entire home/apt,97.0,32,32,2023-10-10,1.03,5,133,1,R19000043235,Chicago
2978,51519426.0,✨Rustic Studio Apartment Heart of Lincoln Square✨,96730613,Demitri,0.0,Lincoln Square,41.9645689,-87.68560055,Entire home/apt,93.0,2,140,2024-03-18,4.61,28,223,53,R21000071071,Chicago
2979,51519686.0,VlP Pristine SUITE; An exquisite getaway from home,111001763,Inka,0.0,Grand Boulevard,41.8168,-87.61835,Entire home/apt,85.0,32,2,2024-02-07,0.35,5,34,2,City registration pending,Chicago
2980,51524274.0,Re-imagined Ukrainian coach house,173305205,Nicoll,0.0,West Town,41.8978,-87.69428,Entire home/apt,105.0,32,25,2023-04-23,0.8,5,51,3,R19000043235,Chicago
2981,51538489.0,"Walk to U of Chicago! Modern home, parking, yard",2049756,Seanna,0.0,Hyde Park,41.79892967,-87.59109024,Entire home/apt,257.0,3,6,2024-01-06,0.61,1,220,6,R23000100292,Chicago
2982,51541102.0,Lux stay at the heart of Wicker paradise outdoors,10489437,Tom & Megan,0.0,West Town,41.908188,-87.67218,Private room,190.0,1,23,2023-10-08,0.82,3,179,9,R23000107558,Chicago
2983,51550386.0,"Blueground | S. Loop, pool, gym, roof, nr L",107434423,Blueground,0.0,Near South Side,41.8649248,-87.6246539,Entire home/apt,152.0,32,1,2023-01-08,0.07,555,328,0,City registration pending,Chicago
2984,51551406.0,"Blueground | S. Loop, pool, gym, roof, nr L",107434423,Blueground,0.0,Near South Side,41.8649248,-87.6246539,Entire home/apt,126.0,32,0,No Review,0.0,555,338,0,City registration pending,Chicago
2985,51552048.0,Chic Vintage Wicker Park Apartment,9851063,Jason,0.0,West Town,41.90254,-87.67437,Entire home/apt,173.0,2,38,2023-12-26,2.01,5,110,24,R21000064602,Chicago
2986,51552662.0,"Blueground | S. Loop, pool, gym, roof, nr L",107434423,Blueground,0.0,Near South Side,41.8649248,-87.6246539,Entire home/apt,123.0,32,0,No Review,0.0,555,340,0,City registration pending,Chicago
2987,51565135.0,2 bdrm close to dwntwn/Midway w/ free parking!!,160231988,Rochelle,0.0,North Lawndale,41.85664,-87.72136,Entire home/apt,216.0,32,11,2022-07-06,0.36,2,364,0,R21000070222,Chicago
2988,51565391.0,Bradbury Room,73114817,Leonid,0.0,West Garfield Park,41.87299,-87.72663,Private room,53.0,1,31,2023-12-28,0.98,5,364,9,R20000059104,Chicago
2989,51576154.0,Stunning One Bedroom in Luxury Building Downtown!,391945218,Matt,0.0,Loop,41.88574,-87.63024,Entire home/apt,139.0,32,0,No Review,0.0,53,89,0,City registration pending,Chicago
2990,51578149.0,"3 Bedroom (2nd Floor) in Lakeview, near Wrigley",134724493,Kelsey,0.0,Lake View,41.93476,-87.66012,Entire home/apt,196.0,3,24,2023-12-30,2.5,1,123,24,R23000095874,Chicago
2991,51578922.0,Walker’s Paradise & A Garage | 3 Bedrooms,24337590,Obinna,0.0,West Ridge,41.99805,-87.68744,Entire home/apt,125.0,3,54,2024-02-04,2.2,3,148,18,R24000113820,Chicago
2992,51584207.0,P8. Next to Downtown! Best location! Tiny bedroom,145551824,Aaron Emisael,0.0,Logan Square,41.91708,-87.69445,Private room,33.0,2,83,2024-03-18,2.61,8,219,29,R19000041980,Chicago
2993,51584325.0,P7. Next to Downtown! Best location,145551824,Aaron Emisael,0.0,Logan Square,41.91839,-87.69636,Private room,36.0,2,110,2024-01-28,3.46,8,216,34,R19000041980,Chicago
2994,51584386.0,P6. Next to Downtown! Best location,145551824,Aaron Emisael,0.0,Logan Square,41.9187,-87.69629,Private room,36.0,2,55,2024-03-08,1.73,8,221,20,R19000041980,Chicago
2995,51606037.0,Basement Bed/ studio,418064892,Crosstown,0.0,South Shore,41.7679,-87.58185,Private room,25.0,32,28,2024-03-12,1.02,3,312,4,R21000072006,Chicago
2996,51612870.0,Chic ENTIRE Hyde Park 1bd/1bath Getaway UChicago,260317952,Mike,0.0,Hyde Park,41.79885,-87.60494,Entire home/apt,126.0,3,89,2024-02-18,2.93,1,65,26,R23000109302,Chicago
2997,51620545.0,The South Loop Reserve I Sleep 6 I Top Rated,375644856,Tony,0.0,Loop,41.86985,-87.62603,Entire home/apt,214.0,3,151,2024-03-20,4.75,6,139,64,R22000088690,Chicago
2998,51632472.0,Lovely 2 bedroom apartment w/ Direct Porch Access!,418273985,Victor,0.0,Bridgeport,41.84035,-87.6573,Entire home/apt,101.0,2,123,2024-01-01,3.96,2,26,30,R21000070317,Chicago
2999,51633184.0,Charming & Bright Multilevel Townhome with Parking,418252077,Piyush,0.0,Lincoln Park,41.91309,-87.64282,Entire home/apt,99.0,1,75,2024-02-28,2.37,1,332,22,R21000068266,Chicago
3000,51640108.0,Beautiful Roscoe Village/Hamlin Park 4 bed 3 bath,418334552,John,0.0,North Center,41.9350039,-87.6809016,Entire home/apt,550.0,2,11,2023-10-08,0.5,1,190,9,R23000103139,Chicago
3001,51642557.0,15 Minutes to Downtown Chicago & White Sox Stadium,185376616,Rich,0.0,Chatham,41.73285867,-87.60282071,Entire home/apt,161.0,2,26,2024-03-17,1.89,2,118,19,R24000114150,Chicago
3002,51656658.0,"HUGE  Modern Beautiful  2BD/2BA, with Home Office",418487742,Omni Entertainment,0.0,Grand Boulevard,41.81201,-87.62335,Entire home/apt,231.0,2,25,2023-10-09,0.86,2,132,5,R23000108468,Chicago
3003,51690330.0,LT 420 Friendly - Tree Of Life Suite”,35342456,Roberto,0.0,Belmont Cragin,41.9383,-87.75544,Private room,98.0,32,0,No Review,0.0,21,211,0,City registration pending,Chicago
3004,51696840.0,"Lux Apt in Bronzeville, Min from Downtown-RSV Now!",130283273,Denise,0.0,Grand Boulevard,41.80977,-87.62331,Entire home/apt,150.0,2,72,2024-03-15,2.35,3,294,27,R21000070412,Chicago
3005,51701644.0,Modern condo Wrigeleyville,9796030,Chialung,0.0,Lake View,41.94869034,-87.65323521,Private room,110.0,1,1,2024-03-17,1.0,1,64,1,R23000112341,Chicago
3006,51707379.0,Corner King 2br/2ba Tower+ Private Balcony!,33127842,Kari,0.0,Loop,41.88765,-87.61945,Entire home/apt,188.0,32,3,2023-08-02,0.15,19,244,1,City registration pending,Chicago
3007,51710533.0,The Lil Cozy Room,418803746,Farid,0.0,Belmont Cragin,41.92798,-87.74534,Private room,21.0,32,2,2021-12-22,0.07,2,302,0,R45678923104,Chicago
3008,51725687.0,Chic Corner 2BR in Streeterville | Roof Deck | Lak,126179580,Staywell,0.0,Near North Side,41.89958,-87.61998,Entire home/apt,176.0,2,119,2024-03-19,3.86,24,203,43,R21000070147,Chicago
3009,51725695.0,The Landmark: Bronzeville Row House & Rooftop Deck,43100816,Mar,0.0,Grand Boulevard,41.82348,-87.6164,Entire home/apt,400.0,32,19,2022-08-01,0.61,2,364,0,R21000070288,Chicago
3010,51727574.0,One Bed~Perfect Location~Amenity Packed Building!,391945218,Matt,0.0,Near North Side,41.89008,-87.62214,Entire home/apt,117.0,32,0,No Review,0.0,53,108,0,City registration pending,Chicago
3011,51728958.0,Modern Garden Unit in Gorgeous Mayfair,419073897,Amanda Jean,0.0,Albany Park,41.9666,-87.73485,Entire home/apt,108.0,2,41,2024-01-01,1.42,1,29,14,R21000070492,Chicago
3012,51735604.0,816 PLZN Lux Apartment Living,3056209,Denzilt,0.0,Lower West Side,41.855453,-87.646996,Entire home/apt,165.0,1,81,2024-03-08,3.81,6,210,50,R22000078828,Chicago
3013,51741823.0,The Original Wrigleyville Coach House- 2 Story Private Unit,233682638,Chris,0.0,Lake View,41.94149,-87.66832,Entire home/apt,189.0,2,35,2024-03-03,1.27,4,234,21,2912234,Chicago
3014,51741865.0,The Wrigleyville Garden- 200 Steps to Wrigley - Super Clean!,233682638,Chris,0.0,Lake View,41.94662,-87.65911,Entire home/apt,151.0,2,22,2024-01-28,1.03,4,189,10,R22000083427,Chicago
3015,51741911.0,The Wrigleyville Deluxe -Steps from Wrigley Sleeps 10,233682638,Chris,0.0,Lake View,41.94896,-87.65978,Entire home/apt,455.0,2,5,2023-03-19,0.22,4,176,0,R22000083427,Chicago
3016,51751554.0,Studio with View of Skyline in Heart of Pilsen,34927938,Lucas,0.0,Lower West Side,41.85898,-87.65198,Entire home/apt,77.0,3,94,2024-03-14,3.0,1,94,27,R21000069502,Chicago
3017,51761814.0,Chicago The Windy City,369303604,Estuardo,0.0,West Ridge,41.98903264,-87.69555196,Entire home/apt,176.0,2,0,No Review,0.0,1,231,0,R23000105597,Chicago
3018,51785919.0,Private Room in a Beautiful Condo,23612069,Tj,0.0,Near West Side,41.86849,-87.68723,Private room,42.0,32,0,No Review,0.0,16,92,0,City registration pending,Chicago
3019,51787456.0,Entire Luxury Condo near United Center & Downtown,419497250,2 Level Up,0.0,Near West Side,41.878304,-87.671997,Entire home/apt,212.0,2,48,2024-03-17,1.54,2,240,6,R22000085767,Chicago
3020,51797356.0,Charming 2 Bedroom  Apartment w/Private Entrance,47593189,Cynthia,0.0,Irving Park,41.95198,-87.71767,Entire home/apt,131.0,3,45,2023-12-23,1.47,1,156,20,R21000070361,Chicago
3021,51815676.0,Very clean neighborly 1 bed sublease in Bridgeport,4702278,Natalia,0.0,Bridgeport,41.83204,-87.64435,Entire home/apt,68.0,32,4,2023-09-20,0.15,1,263,1,City registration pending,Chicago
3022,51819853.0,Lovely 3 bedroom Duplex Apartment W/ Game Room,259092371,Shamika,0.0,South Chicago,41.74569,-87.56003,Entire home/apt,225.0,1,14,2023-09-03,0.64,2,89,2,R23000105464,Chicago
3023,51839918.0,Modern Pilsen 2 Bedroom Entire Apartment!,395298252,Bailey,0.0,Lower West Side,41.85782,-87.65097,Entire home/apt,92.0,1,136,2024-03-17,4.45,5,62,55,R21000070480,Chicago
3024,51842147.0,Beautiful Bronzeville Duplex!,51605333,Cameron,0.0,Grand Boulevard,41.8149564,-87.61354723,Entire home/apt,200.0,2,0,No Review,0.0,1,251,0,R24000113645,Chicago
3025,51857604.0,"Blueground | W. Loop, gym, pool, coworking",107434423,Blueground,0.0,Near West Side,41.8763,-87.65372,Entire home/apt,130.0,32,0,No Review,0.0,555,3,0,City registration pending,Chicago
3026,51865910.0,Quaint Cozy Vintage for two in Lincoln Park,291664107,Paul,0.0,Lincoln Park,41.93152,-87.64774,Private room,81.0,32,81,2024-01-07,3.01,1,238,33,R21000075610,Chicago
3027,51889202.0,Entire 1 bedroom unit in bronzeville.,413418725,Hassan,0.0,Grand Boulevard,41.81377,-87.61961,Entire home/apt,250.0,32,5,2022-09-18,0.16,1,365,0,R21000070329,Chicago
3028,51901966.0,"Large 2BR w/office, laundry, garage parking",25561251,Chicago Home Stays,0.0,Bridgeport,41.82675,-87.63847,Entire home/apt,50.0,32,4,2023-01-06,0.18,11,170,0,City registration pending,Chicago
3029,51909711.0,Posh South Loop Condo,213346566,Shonetha,0.0,Loop,41.87583,-87.62874,Entire home/apt,137.0,1,101,2024-03-19,3.25,1,34,35,R21000068870,Chicago
3030,51910355.0,Spectacular Penthouse Corner 2BR in Streeterville,126179580,Staywell,0.0,Near North Side,41.89943,-87.6196,Entire home/apt,183.0,2,120,2024-03-18,3.95,24,207,47,R21000070148,Chicago
3031,51916356.0,Lovely one bed room apartment ready for guest!!!,398153159,Tiara,0.0,South Shore,41.75262,-87.55131,Entire home/apt,66.0,32,0,No Review,0.0,1,365,0,City registration pending,Chicago
3032,51925927.0,Dream home with 3 spacious bedrooms + free parking,137310905,Fabio,0.0,Dunning,41.94650877,-87.79170926,Entire home/apt,129.0,3,82,2024-03-19,2.66,3,356,31,R21000064640,Chicago
3033,51940418.0,Sunnyside Cozy Homey 2BR Chicago's Superb Location,420690384,Hanzel And Reese,0.0,Uptown,41.96401,-87.67242,Entire home/apt,109.0,1,104,2024-03-08,3.43,9,143,40,R23000109856,Chicago
3034,51961917.0,"Andersonville's Secret Garden: 2 beds, 1 bath",18801829,Daniel,0.0,Edgewater,41.98287,-87.6645,Entire home/apt,165.0,3,82,2024-03-17,3.54,1,180,43,R21000072842,Chicago
3035,51974015.0,"Blueground | W. Loop, gym, pool, near uic",107434423,Blueground,0.0,Near West Side,41.8763,-87.65372,Entire home/apt,127.0,32,1,2022-11-05,0.06,555,326,0,City registration pending,Chicago
3036,51981482.0,Lincoln Park Hideaway - 5 Min Walk to the Park!,420979099,Cindy,0.0,Lincoln Park,41.91516,-87.63496,Entire home/apt,109.0,1,97,2024-03-17,3.32,1,294,41,R22000079093,Chicago
3037,52010962.0,Entire Cozy 2 Beds 2 Baths Near SOX Stadium & IIT,27902033,Maggie,0.0,Bridgeport,41.83380995,-87.64606762,Entire home/apt,167.0,2,20,2024-03-17,1.34,1,155,18,R20000053671,Chicago
3038,52021630.0,"Modern and spacious! 20 mins to ORD, 20 mins DT!",102075356,Maria,0.0,Forest Glen,41.99417,-87.74703,Entire home/apt,113.0,2,91,2024-03-04,2.97,1,272,39,R21000070962,Chicago
3039,52024254.0,Free parking on the BLVD,141453495,Ricky,0.0,South Lawndale,41.84847,-87.69672,Entire home/apt,94.0,32,61,2023-12-31,2.23,2,61,23,R21000070681,Chicago
3040,52042542.0,4 Bedroom Penthouse Loft in Heart of Wicker Park,19002255,Camila And Ken,0.0,West Town,41.90975,-87.6759,Entire home/apt,420.0,2,64,2023-10-22,2.3,1,202,25,R23000111767,Chicago
3041,52052814.0,Lovely 1 bedroom Condo in Hyde Park,421400191,LaShon,0.0,Kenwood,41.8036,-87.59502,Entire home/apt,97.0,2,82,2024-03-04,2.68,1,298,21,R24000114178,Chicago
